story,characters,genre,tone
"Every Sunday he met in this very spot Monsieur Sauvage, a stout, jolly, little man, a draper in the Rue Notre Dame de Lorette, and also an ardent fisherman. They often spent half the day side by side, rod in hand and feet dangling over the water, and a warm friendship had sprung up between the two.  Some days they did not speak; at other times they chatted; but they understood each other perfectly without the aid of words, having similar tastes and feelings.  In the spring, about ten o'clock in the morning, when the early sun caused a light mist to float on the water and gently warmed the backs of the two enthusiastic anglers, Morissot would occasionally remark to his neighbor:  ""My, but it's pleasant here.""  To which the other would reply:  ""I can't imagine anything better!""  And these few words sufficed to make them understand and appreciate each other.  In the autumn, toward the close of day, when the setting sun shed a blood-red glow over the western sky, and the reflection of the crimson clouds tinged the whole river with red, brought a glow to the faces of the two friends, and gilded the trees, whose leaves were already turning at the first chill touch of winter, Monsieur Sauvage would sometimes smile at Morissot, and say:  ""What a glorious spectacle!""  And Morissot would answer, without taking his eyes from his float:  ""This is much better than the boulevard, isn't it?""  As soon as they recognized each other they shook hands cordially, affected at the thought of meeting under such changed circumstances.  Monsieur Sauvage, with a sigh, murmured:  ""These are sad times!""  Morissot shook his head mournfully.  ""And such weather! This is the first fine day of the year.""  The sky was, in fact, of a bright, cloudless blue.","Morissot, Monsieur Sauvage",fiction,serious
"She tried to speak to the little quadroon boy; but no sound would come, at first. When he heard his name uttered, he looked up, and his mistress was pointing to the door. He laid aside the great, soft fan, and obediently stole away, over the polished floor, on his bare tiptoes. She stayed motionless, with gaze riveted upon her child, and her face the picture of fright. Presently her husband entered the room, and without noticing her, went to a table and began to search among some papers which covered it. ""Armand,"" she called to him, in a voice which must have stabbed him, if he was human. But he did not notice. ""Armand,"" she said again. Then she rose and tottered towards him. ""Armand,"" she panted once more, clutching his arm, ""look at our child. What does it mean? Tell me."" He coldly but gently loosened her fingers from about his arm and thrust the hand away from him. ""Tell me what it means!"" she cried despairingly. ""It means,"" he answered lightly, ""that the child is not white; it means that you are not white."" A quick conception of all that this accusation meant for her nerved her with unwonted courage to deny it. ""It is a lie; it is not true, I am white! Look at my hair, it is brown; and my eyes are gray, Armand, you know they are gray. And my skin is fair,"" seizing his wrist. ""Look at my hand; whiter than yours, Armand,"" she laughed hysterically. ""As white as La Blanche's,"" he returned cruelly; and went away leaving her alone with their child. When she could hold a pen in her hand, she sent a despairing letter to Madame Valmonde. ""My mother, they tell me I am not white. Armand has told me I am not white. For God's sake tell them it is not true. You must know it is not true. I shall die. I must die. I cannot be so unhappy, and live."" The answer that came was brief: ""My own Desiree: Come home to Valmonde; back to your mother who loves you. Come with your child."" When the letter reached Desiree she went with it to her husband's study, and laid it open upon the desk before which he sat. She was like a stone image: silent, white, motionless after she placed it there.","Desiree, Armand (her husband), little quadroon boy, Madame Valmonde",drama,serious
"In the wan light, the faces of the men must have been grey. Their eyes must have glinted in strange ways as they gazed steadily astern. Viewed from a balcony, the whole thing would doubtless have been weirdly picturesque. But the men in the boat had no time to see it, and if they had had leisure there were other things to occupy their minds. The sun swung steadily up the sky, and they knew it was broad day because the color of the sea changed from slate to emerald-green, streaked with amber lights, and the foam was like tumbling snow. The process of the breaking day was unknown to them. They were aware only of this effect upon the color of the waves that rolled toward them.  In disjointed sentences the cook and the correspondent argued as to the difference between a life-saving station and a house of refuge. The cook had said: ""There's a house of refuge just north of the Mosquito Inlet Light, and as soon as they see us, they'll come off in their boat and pick us up.""  ""As soon as who see us?"" said the correspondent.  ""The crew,"" said the cook.  ""Houses of refuge don't have crews,"" said the correspondent. ""As I understand them, they are only places where clothes and grub are stored for the benefit of shipwrecked people. They don't carry crews.""  ""Oh, yes, they do,"" said the cook.  ""No, they don't,"" said the correspondent.  ""Well, we're not there yet, anyhow,"" said the oiler, in the stern.  ""Well,"" said the cook, ""perhaps it's not a house of refuge that I'm thinking of as being near Mosquito Inlet Light. Perhaps it's a life- saving station.""  ""We're not there yet,"" said the oiler, in the stern.","The cook, the correspondent, the oiler",fiction,serious
"All round them lay a thick-strewn wreckage of splintered branches and broken twigs.  Relief at being alive and exasperation at his captive plight brought a strange medley of pious thank-offerings and sharp curses to Ulrich's lips. Georg, who was early blinded with the blood which trickled across his eyes, stopped his struggling for a moment to listen, and then gave a short, snarling laugh.  ""So you're not killed, as you ought to be, but you're caught, anyway,"" he cried; ""caught fast. Ho, what a jest, Ulrich von Gradwitz snared in his stolen forest. There's real justice for you!""  And he laughed again, mockingly and savagely.  ""I'm caught in my own forest-land,"" retorted Ulrich. ""When my men come to release us you will wish, perhaps, that you were in a better plight than caught poaching on a neighbour's land, shame on you.""  Georg was silent for a moment; then he answered quietly:  ""Are you sure that your men will find much to release? I have men, too, in the forest to-night, close behind me, and _they_ will be here first and do the releasing. When they drag me out from under these damned branches it won't need much clumsiness on their part to roll this mass of trunk right over on the top of you. Your men will find you dead under a fallen beech tree. For form's sake I shall send my condolences to your family.""  ""It is a useful hint,"" said Ulrich fiercely. ""My men had orders to follow in ten minutes time, seven of which must have gone by already, and when they get me out--I will remember the hint. Only as you will have met your death poaching on my lands I don't think I can decently send any message of condolence to your family.""  ""Good,"" snarled Georg, ""good. We fight this quarrel out to the death, you and I and our foresters, with no cursed interlopers to come between us. Death and damnation to you, Ulrich von Gradwitz.""  ""The same to you, Georg Znaeym, forest-thief, game-snatcher.""  Both men spoke with the bitterness of possible defeat before them, for each knew that it might be long before his men would seek him out or find him; it was a bare matter of chance which party would arrive first on the scene.","Ulrich von Gradwitz, Georg Znaeym",drama,mysterious
"From the lamppost something was hanging. A shapeless dark bundle, swinging a little with the wind. Like a dummy of some sort. Loyce rolled down his window and peered out. What the hell was it? A display of some kind? Sometimes the Chamber of Commerce put up displays in the square.  Again he made a U-turn and brought his car around. He passed the park and concentrated on the dark bundle. It wasn't a dummy. And if it was a display it was a strange kind. The hackles on his neck rose and he swallowed uneasily. Sweat slid out on his face and hands.  It was a body. A human body.  ""Look at it!"" Loyce snapped. ""Come on out here!""  Don Fergusson came slowly out of the store, buttoning his pin-stripe coat with dignity. ""This is a big deal, Ed. I can't just leave the guy standing there.""  ""See it?"" Ed pointed into the gathering gloom. The lamppost jutted up against the skyâ€”the post and the bundle swinging from it. ""There it is. How the hell long has it been there?"" His voice rose excitedly. ""What's wrong with everybody? They just walk on past!""  Don Fergusson lit a cigarette slowly. ""Take it easy, old man. There must be a good reason, or it wouldn't be there.""  ""A reason! What kind of a reason?""  Fergusson shrugged. ""Like the time the Traffic Safety Council put that wrecked Buick there. Some sort of civic thing. How would I know?""  Jack Potter from the shoe shop joined them. ""What's up, boys?""  ""There's a body hanging from the lamppost,"" Loyce said. ""I'm going to call the cops.""  ""They must know about it,"" Potter said. ""Or otherwise it wouldn't be there.""  ""I got to get back in."" Fergusson headed back into the store. ""Business before pleasure.""  Loyce began to get hysterical. ""You see it? You see it hanging there? A man's body! A dead man!"" ""Sure, Ed. I saw it this afternoon when I went out for coffee.""  ""You mean it's been there all afternoon?""  ""Sure. What's the matter?"" Potter glanced at his watch. ""Have to run. See you later, Ed.""  Potter hurried off, joining the flow of people moving along the sidewalk. Men and women, passing by the park. A few glanced up curiously at the dark bundleâ€”and then went on. Nobody stopped. Nobody paid any attention.  ""I'm going nuts,"" Loyce whispered. He made his way to the curb and crossed out into traffic, among the cars. Horns honked angrily at him. He gained the curb and stepped up onto the little square of green.  The man had been middle-aged. His clothing was ripped and torn, a gray suit, splashed and caked with dried mud. A stranger. Loyce had never seen him before. Not a local man.","Loyce, Don Fergusson, Jack Potter",mystery,mysterious
"Calixta, at home, felt no uneasiness for their safety. She sat at a side window sewing furiously on a sewing machine. She was greatly occupied and did not notice the approaching storm. But she felt very warm and often stopped to mop her face on which the perspiration gathered in beads. She unfastened her white sacque at the throat. It began to grow dark, and suddenly realizing the situation she got up hurriedly and went about closing windows and doors.  Out on the small front gallery she had hung Bobint's Sunday clothes to dry and she hastened out to gather them before the rain fell. As she stepped outside, Alce Laballire rode in at the gate. She had not seen him very often since her marriage, and never alone. She stood there with Bobint's coat in her hands, and the big rain drops began to fall. Alce rode his horse under the shelter of a side projection where the chickens had huddled and there were plows and a harrow piled up in the corner.  ""May I come and wait on your gallery till the storm is over, Calixta?"" he asked.  Come 'long in, M'sieur Alce.""  His voice and her own startled her as if from a trance, and she seized Bobint's vest. Alce, mounting to the porch, grabbed the trousers and snatched Bibi's braided jacket that was about to be carried away by a sudden gust of wind. He expressed an intention to remain outside, but it was soon apparent that he might as well have been out in the open: the water beat in upon the boards in driving sheets, and he went inside, closing the door after him. It was even necessary to put something beneath the door to keep the water out.  ""My! what a rain! It's good two years sence it rain' like that,"" exclaimed Calixta as she rolled up a piece of bagging and Alce helped her to thrust it beneath the crack.  She was a little fuller of figure than five years before when she married; but she had lost nothing of her vivacity. Her blue eyes still retained their melting quality; and her yellow hair, dishevelled by the wind and rain, kinked more stubbornly than ever about her ears and temples.  The rain beat upon the low, shingled roof with a force and clatter that threatened to break an entrance and deluge them there. They were in the dining room the sitting room the general utility room. Adjoining was her bed room, with Bibi's couch along side her own. The door stood open, and the room with its white, monumental bed, its closed shutters, looked dim and mysterious.  Alce flung himself into a rocker and Calixta nervously began to gather up from the floor the lengths of a cotton sheet which she had been sewing.","Calixta, Bobint, Alce Laballire, Bibi",romance,Romantic
"She did not stop to ask if it were or were not a monstrous joy that held her. A clear and exalted perception enabled her to dismiss the suggestion as trivial. She knew that she would weep again when she saw the kind, tender hands folded in death; the face that had never looked save with love upon her, fixed and gray and dead. But she saw beyond that bitter moment a long procession of years to come that would belong to her absolutely. And she opened and spread her arms out to them in welcome.  There would be no one to live for during those coming years; she would live for herself. There would be no powerful will bending hers in that blind persistence with which men and women believe they have a right to impose a private will upon a fellow-creature. A kind intention or a cruel intention made the act seem no less a crime as she looked upon it in that brief moment of illumination.  And yet she had loved him--sometimes. Often she had not. What did it matter! What could love, the unsolved mystery, count for in the face of this possession of self-assertion which she suddenly recognized as the strongest impulse of her being!  ""Free! Body and soul free!"" she kept whispering.  Josephine was kneeling before the closed door with her lips to the keyhole, imploring for admission. ""Louise, open the door! I beg; open the door--you will make yourself ill. What are you doing, Louise? For heaven's sake open the door.""  ""Go away. I am not making myself ill."" No; she was drinking in a very elixir of life through that open window.  Her fancy was running riot along those days ahead of her. Spring days, and summer days, and all sorts of days that would be her own. She breathed a quick prayer that life might be long. It was only yesterday she had thought with a shudder that life might be long.  She arose at length and opened the door to her sister's importunities. There was a feverish triumph in her eyes, and she carried herself unwittingly like a goddess of Victory. She clasped her sister's waist, and together they descended the stairs. Richards stood waiting for them at the bottom.  Someone was opening the front door with a latchkey. It was Brently Mallard who entered, a little travel-stained, composedly carrying his grip-sack and umbrella. He had been far from the scene of the accident, and did not even know there had been one. He stood amazed at Josephine's piercing cry; at Richards' quick motion to screen him from the view of his wife.  When the doctors came they said she had died of heart disease--of the joy that kills.","Louise, Josephine, Brently Mallard, Richards",drama,Serious
"One evening while Farquhar and his wife were sitting on a rustic bench near the entrance to his grounds, a gray-clad soldier rode up to the gate and asked for a drink of water. Mrs. Farquhar was only too happy to serve him with her own white hands. While she was fetching the water her husband approached the dusty horseman and inquired eagerly for news from the front.  ""The Yanks are repairing the railroads,"" said the man, ""and are getting ready for another advance. They have reached the Owl Creek bridge, put it in order and built a stockade on the north bank. The commandant has issued an order, which is posted everywhere, declaring that any civilian caught interfering with the railroad, its bridges, tunnels or trains will be summarily hanged. I saw the order.""  ""How far is it to the Owl Creek bridge?"" Farquhar asked.  ""About thirty miles.""  ""Is there no force on this side the creek?""  ""Only a picket post half a mile out, on the railroad, and a single sentinel at this end of the bridge.""  ""Suppose a man--a civilian and student of hanging--should elude the picket post and perhaps get the better of the sentinel,"" said Farquhar, smiling, ""what could he accomplish?""  The soldier reflected. ""I was there a month ago,"" he replied. ""I observed that the flood of last winter had lodged a great quantity of driftwood against the wooden pier at this end of the bridge. It is now dry and would burn like tow.""  The lady had now brought the water, which the soldier drank. He thanked her ceremoniously, bowed to her husband and rode away. An hour later, after nightfall, he repassed the plantation, going northward in the direction from which he had come. He was a Federal scout.","Farquhar, Farquhar's wife, gray-clad soldier",fiction,Suspenseful
"""Do you think, Colonel, that your brave Coulter would like to put one of his guns in here?"" the general asked.  He was apparently not altogether serious; it certainly did not seem a place where any artillerist, however brave, would like to put a gun. The colonel thought that possibly his division commander meant good-humoredly to intimate that in a recent conversation between them Captain Coulter's courage had been too highly extolled.  ""General,"" he replied warmly, ""Coulter would like to put a gun anywhere within reach of those people,"" with a motion of his hand in the direction of the enemy.  ""It is the only place,"" said the general. He was serious, then.  The place was a depression, a ""notch,"" in the sharp crest of a hill. It was a pass, and through it ran a turnpike, which reaching this highest point in its course by a sinuous ascent through a thin forest made a similar, though less steep, descent toward the enemy. For a mile to the left and a mile to the right, the ridge, though occupied by Federal infantry lying close behind the sharp crest and appearing as if held in place by atmospheric pressure, was inaccessible to artillery. There was no place but the bottom of the notch, and that was barely wide enough for the roadbed. From the Confederate side this point was commanded by two batteries posted on a slightly lower elevation beyond a creek, and a half-mile away. All the guns but one were masked by the trees of an orchard; that one--it seemed a bit of impudence--was on an open lawn directly in front of a rather grandiose building, the planter's dwelling. The gun was safe enough in its exposure--but only because the Federal infantry had been forbidden to fire. Coulter's Notch--it came to be called so--was not, that pleasant summer afternoon, a place where one would ""like to put a gun.""  Three or four dead horses lay there sprawling in the road, three or four dead men in a trim row at one side of it, and a little back, down the hill. All but one were cavalrymen belonging to the Federal advance. One was a quartermaster. The general commanding the division and the colonel commanding the brigade, with their staffs and escorts, had ridden into the notch to have a look at the enemy's guns--which had straightway obscured themselves in towering clouds of smoke. It was hardly profitable to be curious about guns which had the trick of the cuttle-fish, and the season of observation had been brief.","Colonel, General, Captain Coulter",fiction,Serious
"She wired a vague non-committal message to her destination to say that she was coming on ""by another train."" Before she had time to think what her next move might be she was confronted by an imposingly attired lady, who seemed to be taking a prolonged mental inventory of her clothes and looks.  ""You must be Miss Hope, the governess I've come to meet,"" said the apparition, in a tone that admitted of very little argument.  ""Very well, if I must I must,"" said Lady Carlotta to herself with dangerous meekness.  ""I am Mrs. Quabarl,"" continued the lady; ""and where, pray, is your luggage?""  ""It's gone astray,"" said the alleged governess, falling in with the excellent rule of life that the absent are always to blame; the luggage had, in point of fact, behaved with perfect correctitude. ""I've just telegraphed about it,"" she added, with a nearer approach to truth.  ""How provoking,"" said Mrs. Quabarl; ""these railway companies are so careless. However, my maid can lend you things for the night,"" and she led the way to her car.  During the drive to the Quabarl mansion Lady Carlotta was impressively introduced to the nature of the charge that had been thrust upon her; she learned that Claude and Wilfrid were delicate, sensitive young people, that Irene had the artistic temperament highly developed, and that Viola was something or other else of a mould equally commonplace among children of that class and type in the twentieth century.  ""I wish them not only to be taught,"" said Mrs. Quabarl, ""but interested in what they learn. In their history lessons, for instance, you must try to make them feel that they are being introduced to the life-stories of men and women who really lived, not merely committing a mass of names and dates to memory. French, of course, I shall expect you to talk at meal-times several days in the week.""  ""I shall talk French four days of the week and Russian in the remaining three.""  ""Russian? My dear Miss Hope, no one in the house speaks or understands Russian.""  ""That will not embarrass me in the least,"" said Lady Carlotta coldly.  Mrs. Quabarl, to use a colloquial expression, was knocked off her perch. She was one of those imperfectly self-assured individuals who are magnificent and autocratic as long as they are not seriously opposed. ","Lady Carlotta, Mrs. Quabarl, Claude, Wilfrid, Irene, Viola, Mr. Quabarl, Canon Teep",comedy,humorous
"A guard came to the prison shoe-shop, where Jimmy Valentine was assiduously stitching uppers, and escorted him to the front office. There the warden handed Jimmy his pardon, which had been signed that morning by the governor. Jimmy took it in a tired kind of way. He had served nearly ten months of a four year sentence. He had expected to stay only about three months, at the longest. When a man with as many friends on the outside as Jimmy Valentine had is received in the ""stir"" it is hardly worth while to cut his hair.  ""Now, Valentine,"" said the warden, ""you'll go out in the morning. Brace up, and make a man of yourself. You're not a bad fellow at heart. Stop cracking safes, and live straight.""  ""Me?"" said Jimmy, in surprise. ""Why, I never cracked a safe in my life.""  ""Oh, no,"" laughed the warden. ""Of course not. Let's see, now. How was it you happened to get sent up on that Springfield job? Was it because you wouldn't prove an alibi for fear of compromising somebody in extremely high-toned society? Or was it simply a case of a mean old jury that had it in for you? It's always one or the other with you innocent victims.""  ""Me?"" said Jimmy, still blankly virtuous. ""Why, warden, I never was in Springfield in my life!""  ""Take him back, Cronin!"" said the warden, ""and fix him up with outgoing clothes. Unlock him at seven in the morning, and let him come to the bull-pen. Better think over my advice, Valentine.""  At a quarter past seven on the next morning Jimmy stood in the warden's outer office. He had on a suit of the villainously fitting, ready-made clothes and a pair of the stiff, squeaky shoes that the state furnishes to its discharged compulsory guests.  The clerk handed him a railroad ticket and the five-dollar bill with which the law expected him to rehabilitate himself into good citizenship and prosperity. The warden gave him a cigar, and shook hands. Valentine, 9762, was chronicled on the books, ""Pardoned by Governor,"" and Mr. James Valentine walked out into the sunshine.  Disregarding the song of the birds, the waving green trees, and the smell of the flowers, Jimmy headed straight for a restaurant. There he tasted the first sweet joys of liberty in the shape of a broiled chicken and a bottle of white wine--followed by a cigar a grade better than the one the warden had given him. From there he proceeded leisurely to the depot. He tossed a quarter into the hat of a blind man sitting by the door, and boarded his train. Three hours set him down in a little town near the state line.  ","Jimmy Valentine, Warden, Clerk, Mike Dolan, Ben Price",mystery,suspenseful
"Jerton had not harboured the least intention of extending his thirst for name-labels to his neighbour. After her rather remarkable announcement, however, he was obliged to say something in the way of polite inquiry.  ""Yes,"" answered the lady, ""I suppose it is a case of partial loss of memory. I was in the train coming down here; my ticket told me that I had come from Victoria and was bound for this place. I had a couple of five-pound notes and a sovereign on me, no visiting cards or any other means of identification, and no idea as to who I am. I can only hazily recollect that I have a title; I am Lady Somebody - beyond that my mind is a blank.""  ""Hadn't you any luggage with you?"" asked Jerton.  ""That is what I didn't know. I knew the name of this hotel and made up my mind to come here, and when the hotel porter who meets the trains asked if I had any luggage I had to invent a dressing-bag and dress-basket; I could always pretend that they had gone astray. I gave him the name of Smith, and presently he emerged from a confused pile of luggage and passengers with a dressing- bag and dress-basket labelled Kestrel-Smith. I had to take them; I don't see what else I could have done.""  Jerton said nothing, but he rather wondered what the lawful owner of the baggage would do.  ""Of course it was dreadful arriving at a strange hotel with the name of Kestrel-Smith, but it would have been worse to have arrived without luggage. Anyhow, I hate causing trouble.""  Jerton had visions of harassed railway officials and distraught Kestrel-Smiths, but he made no attempt to clothe his mental picture in words. The lady continued her story.  ""Naturally, none of my keys would fit the things, but I told an intelligent page boy that I had lost my key-ring, and he had the locks forced in a twinkling. Rather too intelligent, that boy; he will probably end in Dartmoor. The Kestrel-Smith toilet tools aren't up to much, but they are better than nothing.""  ""If you feel sure that you have a title,"" said Jerton, "" why not get hold of a peerage and go right through it?""  ""I tried that. I skimmed through the list of the House of Lords in 'Whitaker,' but a mere printed string of names conveys awfully little to one, you know. If you were an army officer and had lost your identity you might pore over the Army List for months without finding out who your were. ","Jerton, Lady Kestrel-Smit, Page boy",comedy,humorous 
"""There is a wild beast in your woods,"" said the artist Cunningham, as he was being driven to the station. It was the only remark he had made during the drive, but as Van Cheele had talked incessantly his companion's silence had not been noticeable.  ""A stray fox or two and some resident weasels. Nothing more formidable,"" said Van Cheele. The artist said nothing.  ""What did you mean about a wild beast?"" said Van Cheele later, when they were on the platform.  ""Nothing. My imagination. Here is the train,"" said Cunningham.  That afternoon Van Cheele went for one of his frequent rambles through his woodland property. He had a stuffed bittern in his study, and knew the names of quite a number of wild flowers, so his aunt had possibly some justification in describing him as a great naturalist. At any rate, he was a great walker. It was his custom to take mental notes of everything he saw during his walks, not so much for the purpose of assisting contemporary science as to provide topics for conversation afterwards. When the bluebells began to show themselves in flower he made a point of informing every one of the fact; the season of the year might have warned his hearers of the likelihood of such an occurrence, but at least they felt that he was being absolutely frank with them.  What Van Cheele saw on this particular afternoon was, however, something far removed from his ordinary range of experience. On a shelf of smooth stone overhanging a deep pool in the hollow of an oak coppice a boy of about sixteen lay asprawl, drying his wet brown limbs luxuriously in the sun. His wet hair, parted by a recent dive, lay close to his head, and his light-brown eyes, so light that there was an almost tigerish gleam in them, were turned towards Van Cheele with a certain lazy watchfulness. It was an unexpected apparition, and Van Cheele found himself engaged in the novel process of thinking before he spoke. Where on earth could this wild-looking boy hail from? The miller's wife had lost a child some two months ago, supposed to have been swept away by the mill-race, but that had been a mere baby, not a half-grown lad.  ""What are you doing there?"" he demanded.  ","Van Cheele, Artist Cunningham, Wild boy",mystery,suspenseful
"Langdon strode silently behind Vittoria and Kohler as they moved back into the main atrium where Langdon’s bizarre visit had begun. Vittoria’s legs drove in fluid efficiency—like an Olympic diver—a potency, Langdon figured, no doubt born from the flexibility and control of yoga. He could hear her breathing slowly and deliberately, as if somehow trying to filter her grief. Langdon wanted to say something to her, offer his sympathy. He too had once felt the abrupt hollowness of unexpectedly losing a parent. He remembered the funeral mostly, rainy and gray. Two days after his twelfth birthday. The house was filled with gray-suited men from the office, men who squeezed his hand too hard when they shook it. They were all mumbling words like cardiac and stress. His mother joked through teary eyes that she’d always been able to follow the stock market simply by holding her husband’s hand . . . his pulse her own private ticker tape. Once, when his father was alive, Langdon had heard his mom begging his father to “stop and smell the roses.” That year, Langdon bought his father a tiny blown glass rose for Christmas. It was the most beautiful thing Langdon had ever seen . . . the way the sun caught it, throwing a rainbow of colors on the wall. “It’s lovely,” his father had said when he opened it, kissing Robert on the forehead. “Let’s find a safe spot for it.” Then his father had carefully placed the rose on a high dusty shelf in the darkest corner of the living room. A few days later, Langdon got a stool, retrieved the rose, and took it back to the store. His father never noticed it was gone. The ping of an elevator pulled Langdon back to the present. Vittoria and Kohler were in front of him, boarding the lift. Langdon hesitated outside the open doors. “Is something wrong?” Kohler asked, sounding more impatient than concerned. “Not at all,” Langdon said, forcing himself toward the cramped carriage. He only used elevators when absolutely necessary. He preferred the more open spaces of stairwells. “Dr. Vetra’s lab is subterranean,” Kohler said. Wonderful, Langdon thought as he stepped across the cleft, feeling an icy wind churn up from the depths of the shaft. The doors closed, and the car began to descend. “Six stories,” Kohler said blankly, like an analytical engine. Langdon pictured the darkness of the empty shaft below them. He tried to block it out by staring at the numbered display of changing floors. ","Robert Langdon, Vittoria Vetra, Maximilian Kohler, Bob Brownell, Charles Pratt",fiction,suspenseful
"The three children stared at George in the greatest surprise. George stared back at them. ""What do you mean?"" said Dick, at last. ""Kirrin Island can't belong to you. You're just boasting."" ""No, I'm not,"" said George. ""You ask Mother. If you're not going to believe what I say I won't tell you another word more. But I don't tell untruths. I think it's being a coward if you don't tell the truth— and I'm not a coward."" Julian remembered that Aunt Fanny had said that George was absolutely truthful, and he scratched his head and looked at George again. How could she be possibly telling the truth? ""Well, of course we'll believe you if you tell us the truth,"" he said. ""But it does sound a bit extraordinary, you know. Really it does. Children don't usually own islands, even funny little ones like that."" ""It isn't a funny little island,"" said George, fiercely. ""It's lovely. There are rabbits there, as tame as can be— and the big cormorants sit on the other side— and all kinds of gulls go there. The castle is wonderful too, even if it is all in ruins."" ""It sounds fine,"" said Dick. ""How does it belong to you, Georgina?"" George glared at him and didn't answer. ""Sorry,"" said Dick, hastily. ""I didn't mean to call you Georgina. I meant to call you George."" ""Go on, George— tell us how the island belongs to you,"" said Julian, slipping his arm through his sulky little cousin's. She pulled away from him at once. ""Don't do that,"" she said. ""I'm not sure that I want to make friends with you yet."" ""All right, all right,"" said Julian, losing patience. ""Be enemies or anything you like. We don't care. But we like your mother awfully, and we don't want her to think we won't make friends with you."" ""Do you like my mother?"" said George, her bright blue eyes softening a little. ""Yes— she's a dear, isn't she? Well— all right— I'll tell you how Kirrin Castle belongs to me. Come and sit down here in this corner where nobody can hear us."" They all sat down in a sandy corner of the beach. George looked across at the little island in the bay.","George, Dick, Julian, Aunt Fanny",fiction,optimistic
